WN18RR, _synset_domain_topic_of_WN18_generic_PPO_simple_embedding_100
([('03464757', 'NO_OP', '03464757'), ('03464757', '_hypernym', '03504420'), ('03504420', '_synset_domain_topic_of', '08199025')], '08199025')
([('00558630', '¬_hypernym', '00558883'), ('00558883', '¬_hypernym', '00559724'), ('00559724', '_synset_domain_topic_of', '00469651')], '00469651')
([('00558883', '¬_hypernym', '00559916'), ('00559916', 'NO_OP', '00559916'), ('00559916', '_synset_domain_topic_of', '00469651')], '00469651')
([('08192817', '_hypernym', '08198137'), ('08198137', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '10574154')], '08199025')
([('11492833', '_hypernym', '11409059'), ('11409059', '_synset_domain_topic_of', '06084469'), ('06084469', '¬_synset_domain_topic_of', '05876469')], '06084469')
([('01113264', '_hypernym', '01111816'), ('01111816', '¬_hypernym', '01113134'), ('01113134', '_synset_domain_topic_of', '00464894')], '00464894')
([('08034028', '_instance_hypernym', '08392137'), ('08392137', '¬_instance_hypernym', '08022259'), ('08022259', '_synset_domain_topic_of', '00759694')], '00759694')
([('08595054', '_hypernym', '08594286'), ('08594286', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '01157850')], '08199025')
([('08427163', '_hypernym', '08426816'), ('08426816', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '04389033')], '08199025')
([('08019913', '_instance_hypernym', '08392137'), ('08392137', '¬_instance_hypernym', '08022259'), ('08022259', '_synset_domain_topic_of', '00759694')], '00759694')
([('04071876', '¬_has_part', '03744276'), ('03744276', '¬_hypernym', '04537919'), ('04537919', '_synset_domain_topic_of', '06128570')], '06128570')
([('15269128', '¬_has_part', '15171857'), ('15171857', '_synset_domain_topic_of', '06128570'), ('06128570', '¬_synset_domain_topic_of', '06509210')], '06128570')
([('08397489', '_hypernym', '08397255'), ('08397255', '¬_hypernym', '08397856'), ('08397856', '_synset_domain_topic_of', '08199025')], '08199025')
([('03108069', '¬_has_part', '04052757'), ('04052757', '_has_part', '04050600'), ('04050600', '_synset_domain_topic_of', '06128570')], '06128570')
([('06856568', '_hypernym', '06814870'), ('06814870', '_synset_domain_topic_of', '07020895'), ('07020895', '¬_synset_domain_topic_of', '04376400')], '07020895')
([('01695567', '_hypernym', '01684899'), ('01684899', '_synset_domain_topic_of', '00933420'), ('00933420', '¬_synset_domain_topic_of', '01687569')], '00933420')
([('08454003', 'NO_OP', '08454003'), ('08454003', '_hypernym', '08441203'), ('08441203', '¬_synset_domain_topic_of', '06728998')], '08441203')
([('02207206', 'NO_OP', '02207206'), ('02207206', '¬_hypernym', '02208118'), ('02208118', '_synset_domain_topic_of', '01090446')], '01090446')
([('08590172', '¬_has_part', '04567222'), ('04567222', '_synset_domain_topic_of', '06118563'), ('06118563', '¬_synset_domain_topic_of', '04567222')], '06118563')
([('00126584', '¬_derivationally_related_form', '01413173'), ('01413173', '_synset_domain_topic_of', '00471613'), ('00471613', '¬_synset_domain_topic_of', '00128638')], '00471613')
([('08358963', '_member_meronym', '10702781'), ('10702781', '¬_derivationally_related_form', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08043848')], '00759694')
([('06552639', '_hypernym', '06547059'), ('06547059', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '08454003')], '08441203')
([('10314703', '_hypernym', '09886540'), ('09886540', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '10123844')], '08199025')
([('08595054', '_hypernym', '08594286'), ('08594286', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '03772417')], '08199025')
([('00559329', '_hypernym', '00558883'), ('00558883', '¬_hypernym', '00559555'), ('00559555', '_synset_domain_topic_of', '00469651')], '00469651')
([('01174251', '_has_part', '01174645'), ('01174645', '_synset_domain_topic_of', '01171644'), ('01171644', '¬_synset_domain_topic_of', '01174251')], '01171644')
([('01471825', '¬_hypernym', '01472417'), ('01472417', '_synset_domain_topic_of', '00766234'), ('00766234', '_derivationally_related_form', '02480923')], '00766234')
([('01000214', '¬_hypernym', '00998399'), ('00998399', '¬_derivationally_related_form', '00910203'), ('00910203', '¬_synset_domain_topic_of', '00999270')], '00910203')
([('08029784', '¬_member_meronym', '08029421'), ('08029421', '_synset_domain_topic_of', '00759694'), ('00759694', '_derivationally_related_form', '10702781')], '00759694')
([('06749729', 'NO_OP', '06749729'), ('06749729', '¬_derivationally_related_form', '10312287'), ('10312287', '¬_derivationally_related_form', '06118563')], '06118563')
([('01174555', '¬_derivationally_related_form', '02399424'), ('02399424', '¬_has_part', '02399000'), ('02399000', '¬_hypernym', '02435853')], '02399000')
([('06013298', '_hypernym', '06012726'), ('06012726', '_synset_domain_topic_of', '06000644'), ('06000644', '¬_synset_domain_topic_of', '00740290')], '06000644')
([('09593937', '_hypernym', '09505418'), ('09505418', '¬_hypernym', '09578465'), ('09578465', '_synset_domain_topic_of', '15253139')], '15253139')
([('08389572', '_hypernym', '08389297'), ('08389297', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '00521970')], '08199025')
([('08389710', '¬_hypernym', '08390012'), ('08390012', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '00894359')], '08199025')
([('13467700', '¬_derivationally_related_form', '00209598'), ('00209598', '_synset_domain_topic_of', '06084469'), ('06084469', '¬_synset_domain_topic_of', '14622141')], '06084469')
([('01740969', '¬_hypernym', '01741221'), ('01741221', '_synset_domain_topic_of', '00918383'), ('00918383', '¬_synset_domain_topic_of', '01751836')], '00918383')
([('10498816', '_hypernym', '09830194'), ('09830194', '_synset_domain_topic_of', '00468480'), ('00468480', '¬_synset_domain_topic_of', '10498816')], '00468480')
([('03085333', 'NO_OP', '03085333'), ('03085333', '_has_part', '04175147'), ('04175147', '_synset_domain_topic_of', '06128570')], '06128570')
([('01187810', '¬_hypernym', '01189929'), ('01189929', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '06532330')], '08441203')
([('01721415', '_hypernym', '01720980'), ('01720980', '_synset_domain_topic_of', '07006119'), ('07006119', '¬_derivationally_related_form', '00796047')], '07006119')
([('05881867', '_has_part', '13590327'), ('13590327', '_synset_domain_topic_of', '06090869'), ('06090869', '¬_synset_domain_topic_of', '00638194')], '06090869')
([('10022111', '¬_instance_hypernym', '10827155'), ('10827155', '_synset_domain_topic_of', '08083599'), ('08083599', '¬_synset_domain_topic_of', '09799607')], '08083599')
([('04567222', 'NO_OP', '04567222'), ('04567222', '_has_part', '08590172'), ('08590172', '_synset_domain_topic_of', '06118563')], '06118563')
([('03473817', '_hypernym', '03000247'), ('03000247', '_synset_domain_topic_of', '15259284'), ('15259284', '¬_synset_domain_topic_of', '09546280')], '15259284')
([('01936753', '¬_derivationally_related_form', '00448466'), ('00448466', '_hypernym', '00523513'), ('00523513', '¬_synset_domain_topic_of', '01940248')], '00523513')
([('05437785', '_hypernym', '05436752'), ('05436752', '_synset_domain_topic_of', '06075527'), ('06075527', '¬_synset_domain_topic_of', '13554121')], '06075527')
([('06172294', '_hypernym', '06153846'), ('06153846', '¬_hypernym', '06172071'), ('06172071', '_synset_domain_topic_of', '15259284')], '15259284')
([('06753299', '_hypernym', '06750804'), ('06750804', '_synset_domain_topic_of', '06163751'), ('06163751', '¬_synset_domain_topic_of', '06753299')], '06163751')
([('01930117', '¬_derivationally_related_form', '00307631'), ('00307631', '_derivationally_related_form', '01930874'), ('01930874', '¬_derivationally_related_form', '00298497')], '00298497')
([('02352824', '_hypernym', '02327200'), ('02327200', '¬_hypernym', '02352946'), ('02352946', '_synset_domain_topic_of', '06123363')], '06123363')
([('11073061', '_instance_hypernym', '10022111'), ('10022111', '_synset_domain_topic_of', '08083599'), ('08083599', '¬_synset_domain_topic_of', '10840021')], '08083599')
([('07340249', '_hypernym', '07340725'), ('07340725', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '00895501')], '08199025')
([('10387324', '_hypernym', '10435988'), ('10435988', '¬_hypernym', '10649574'), ('10649574', '_synset_domain_topic_of', '00471613')], '00471613')
([('06564387', '_hypernym', '06532095'), ('06532095', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '01249616')], '08441203')
([('00482180', '¬_hypernym', '00483656'), ('00483656', 'NO_OP', '00483656'), ('00483656', '_synset_domain_topic_of', '05718935')], '05718935')
([('03333349', '_hypernym', '03762982'), ('03762982', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '10034020')], '08199025')
([('02207206', '¬_hypernym', '02287041'), ('02287041', 'NO_OP', '02287041'), ('02287041', '_synset_domain_topic_of', '01090446')], '01090446')
([('00567685', '_synset_domain_topic_of', '00479887'), ('00479887', '¬_synset_domain_topic_of', '00565809'), ('00565809', '_synset_domain_topic_of', '00480508')], '00480508')
([('01413173', '_derivationally_related_form', '00126584'), ('00126584', '_synset_domain_topic_of', '00471613'), ('00471613', '¬_synset_domain_topic_of', '00130093')], '00471613')
([('08454818', '_hypernym', '08441203'), ('08441203', '¬_synset_domain_topic_of', '05179567'), ('05179567', 'NO_OP', '05179567')], '08441203')
([('13785136', '_hypernym', '13783816'), ('13783816', '¬_hypernym', '05861855'), ('05861855', '_synset_domain_topic_of', '06000644')], '06000644')
([('09830194', '_hypernym', '10101634'), ('10101634', '¬_derivationally_related_form', '00468480'), ('00468480', '¬_synset_domain_topic_of', '01112979')], '00468480')
([('07086861', 'NO_OP', '07086861'), ('07086861', 'NO_OP', '07086861'), ('07086861', '¬_has_part', '07064715')], '07064715')
([('15233778', '¬_has_part', '00463246'), ('00463246', '_hypernym', '00523513'), ('00523513', '¬_hypernym', '00449295')], '00523513')
([('00905677', '¬_derivationally_related_form', '06552639'), ('06552639', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '10786517')], '08441203')
([('02346136', '¬_hypernym', '02345856'), ('02345856', '_synset_domain_topic_of', '01090446'), ('01090446', '¬_synset_domain_topic_of', '02447542')], '01090446')
([('08042536', '_instance_hypernym', '08392137'), ('08392137', '¬_instance_hypernym', '08034579'), ('08034579', '_synset_domain_topic_of', '00759694')], '00759694')
([('02437148', '¬_derivationally_related_form', '04987620'), ('04987620', '_synset_domain_topic_of', '07020895'), ('07020895', '¬_synset_domain_topic_of', '10339966')], '07020895')
([('08334087', '¬_hypernym', '08334693'), ('08334693', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '09809538')], '08199025')
([('15146828', '_hypernym', '15290337'), ('15290337', '¬_hypernym', '15146545'), ('15146545', '_synset_domain_topic_of', '00704305')], '00704305')
([('00975781', '_hypernym', '00972621'), ('00972621', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '00057162')], '08199025')
([('08192361', '_hypernym', '08198137'), ('08198137', '¬_hypernym', '08196024'), ('08196024', '_synset_domain_topic_of', '08199025')], '08199025')
([('01685960', '_hypernym', '01684899'), ('01684899', '¬_hypernym', '01681048'), ('01681048', '_synset_domain_topic_of', '00933420')], '00933420')
([('00620554', '_derivationally_related_form', '02838592'), ('02838592', '¬_derivationally_related_form', '00903559'), ('00903559', '¬_synset_domain_topic_of', '01003249')], '00903559')
([('10428004', '_derivationally_related_form', '06090869'), ('06090869', '¬_synset_domain_topic_of', '00400101'), ('00400101', '_synset_domain_topic_of', '06090869')], '06090869')
([('02766044', '_instance_hypernym', '02867715'), ('02867715', '_hypernym', '04552348'), ('04552348', '_synset_domain_topic_of', '08199025')], '08199025')
([('06501918', '_hypernym', '06479665'), ('06479665', '¬_hypernym', '06531481'), ('06531481', '_synset_domain_topic_of', '08441203')], '08441203')
([('14553290', '_hypernym', '14096724'), ('14096724', '_synset_domain_topic_of', '06054446'), ('06054446', '¬_synset_domain_topic_of', '14553290')], '06054446')
([('08197742', '_hypernym', '08198398'), ('08198398', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '00954086')], '08199025')
([('06559365', '¬_derivationally_related_form', '01016316'), ('01016316', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '06533039')], '08441203')
([('08455271', '_hypernym', '08441203'), ('08441203', '¬_synset_domain_topic_of', '00198118'), ('00198118', '_synset_domain_topic_of', '08441203')], '08441203')
([('13447361', '_derivationally_related_form', '00446885'), ('00446885', '¬_derivationally_related_form', '01928608'), ('01928608', '_synset_domain_topic_of', '06084469')], '06084469')
([('03402188', '_hypernym', '03763968'), ('03763968', '¬_hypernym', '03846234'), ('03846234', '_synset_domain_topic_of', '08199025')], '08199025')
([('02192225', '_derivationally_related_form', '07823951'), ('07823951', '_synset_domain_topic_of', '00243918'), ('00243918', '¬_synset_domain_topic_of', '00326619')], '00243918')
([('08454818', '_hypernym', '08441203'), ('08441203', '¬_synset_domain_topic_of', '07964809'), ('07964809', '¬_member_of_domain_region', '09044862')], '08441203')
([('00471437', 'NO_OP', '00471437'), ('00471437', '¬_hypernym', '00471613'), ('00471613', '¬_synset_domain_topic_of', '00128477')], '00471613')
([('00177578', 'NO_OP', '00177578'), ('00177578', '¬_derivationally_related_form', '00393369'), ('00393369', '_hypernym', '00671351')], '00671351')
([('08334087', '¬_hypernym', '08331525'), ('08331525', 'NO_OP', '08331525'), ('08331525', '_synset_domain_topic_of', '08199025')], '08199025')
([('10259997', '_hypernym', '09943541'), ('09943541', '¬_hypernym', '09945021'), ('09945021', '_synset_domain_topic_of', '08199025')], '08199025')
([('01517175', '_hypernym', '01332730'), ('01332730', '¬_hypernym', '01337653'), ('01337653', '_synset_domain_topic_of', '00243918')], '00243918')
([('00326773', '¬_hypernym', '00328370'), ('00328370', '_derivationally_related_form', '00246754'), ('00246754', '_hypernym', '00243918')], '00243918')
([('05957428', '_hypernym', '05956651'), ('05956651', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '06536227')], '08441203')
([('08334693', 'NO_OP', '08334693'), ('08334693', '_hypernym', '08334087'), ('08334087', '_synset_domain_topic_of', '08441203')], '08441203')
([('01863158', 'NO_OP', '01863158'), ('01863158', '_verb_group', '01863410'), ('01863410', '_synset_domain_topic_of', '00298497')], '00298497')
([('10225787', '_hypernym', '10644839'), ('10644839', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '08390731')], '08199025')
([('08085648', '¬_has_part', '08083599'), ('08083599', '¬_synset_domain_topic_of', '09996920'), ('09996920', '_synset_domain_topic_of', '08083599')], '08083599')
([('06765887', '_hypernym', '06551784'), ('06551784', '¬_hypernym', '06552116'), ('06552116', '_synset_domain_topic_of', '08441203')], '08441203')
