WN18RR, _verb_group_WN18_generic_PPO_simple_embedding_100
([('01496630', '¬_verb_group', '01496843'), ('01496843', '¬_verb_group', '01496630'), ('01496630', '¬_verb_group', '01496843')], '01496843')
([('00720063', '¬_hypernym', '00059376'), ('00059376', '_hypernym', '00720063'), ('00720063', '¬_verb_group', '00719734')], '00719734')
([('02727883', '¬_verb_group', '02244956'), ('02244956', '_derivationally_related_form', '01113068'), ('01113068', '_derivationally_related_form', '02727883')], '02244956')
([('02747922', '¬_verb_group', '02410175'), ('02410175', '_derivationally_related_form', '05051896'), ('05051896', '_derivationally_related_form', '02679530')], '02410175')
([('00570205', '¬_verb_group', '00570003'), ('00570003', '¬_verb_group', '00570205'), ('00570205', '¬_derivationally_related_form', '13463490')], '00570003')
([('01416193', 'NO_OP', '01416193'), ('01416193', '¬_verb_group', '01412912'), ('01412912', '_hypernym', '01101913')], '01412912')
([('01668603', '¬_verb_group', '01659248'), ('01659248', '¬_derivationally_related_form', '03384535'), ('03384535', '_derivationally_related_form', '00142191')], '01659248')
([('02702120', '¬_verb_group', '01115916'), ('01115916', '¬_derivationally_related_form', '00960851'), ('00960851', '¬_hypernym', '00961001')], '01115916')
([('02103162', '¬_verb_group', '01448100'), ('01448100', '¬_verb_group', '01609287'), ('01609287', '¬_verb_group', '01448100')], '01448100')
([('00274283', '¬_verb_group', '00273963'), ('00273963', 'NO_OP', '00273963'), ('00273963', '¬_verb_group', '00274283')], '00273963')
([('01751836', '¬_verb_group', '01741221'), ('01741221', '¬_derivationally_related_form', '10245863'), ('10245863', '¬_derivationally_related_form', '01741221')], '01741221')
([('02073065', '¬_verb_group', '00153061'), ('00153061', '¬_verb_group', '02073065'), ('02073065', '_hypernym', '02072849')], '00153061')
([('00411020', '¬_verb_group', '00171852'), ('00171852', '¬_verb_group', '01627947'), ('01627947', '¬_verb_group', '00171852')], '00171852')
([('00364868', '¬_derivationally_related_form', '13451348'), ('13451348', '¬_derivationally_related_form', '00366275'), ('00366275', '¬_verb_group', '00366547')], '00366547')
([('02154508', 'NO_OP', '02154508'), ('02154508', '¬_verb_group', '01637982'), ('01637982', 'NO_OP', '01637982')], '01637982')
([('01732921', '¬_verb_group', '01733213'), ('01733213', '¬_derivationally_related_form', '09952539'), ('09952539', '¬_derivationally_related_form', '01733213')], '01733213')
([('01664172', '¬_verb_group', '01755504'), ('01755504', '¬_verb_group', '00276068'), ('00276068', '¬_verb_group', '01755504')], '01755504')
([('02455407', '¬_verb_group', '00729109'), ('00729109', '¬_verb_group', '02455407'), ('02455407', '_derivationally_related_form', '09626589')], '00729109')
([('01643464', '¬_verb_group', '01582645'), ('01582645', '¬_derivationally_related_form', '00938419'), ('00938419', '_hypernym', '00935940')], '01582645')
([('01609287', '¬_verb_group', '01448100'), ('01448100', '¬_verb_group', '01609287'), ('01609287', '¬_verb_group', '01448100')], '01448100')
([('00171852', '¬_verb_group', '00411020'), ('00411020', '¬_derivationally_related_form', '00250259'), ('00250259', '_derivationally_related_form', '01738774')], '00411020')
([('01220885', '¬_hypernym', '01221542'), ('01221542', '_hypernym', '01220885'), ('01220885', '¬_verb_group', '01356750')], '01356750')
([('00328802', '_derivationally_related_form', '05083200'), ('05083200', '_derivationally_related_form', '00329244'), ('00329244', '_derivationally_related_form', '05083200')], '00329244')
([('01926984', 'NO_OP', '01926984'), ('01926984', '¬_verb_group', '02099829'), ('02099829', '¬_verb_group', '02421921')], '02099829')
([('00698104', '¬_verb_group', '00698256'), ('00698256', '¬_verb_group', '00698104'), ('00698104', '¬_verb_group', '00698256')], '00698256')
([('00334186', '¬_derivationally_related_form', '00708017'), ('00708017', '¬_derivationally_related_form', '00334186'), ('00334186', '¬_verb_group', '00334996')], '00334996')
([('02343595', '¬_verb_group', '00732224'), ('00732224', '¬_verb_group', '02343595'), ('02343595', '¬_verb_group', '00732224')], '00732224')
([('00739082', '¬_verb_group', '00739340'), ('00739340', '¬_derivationally_related_form', '05770926'), ('05770926', '¬_hypernym', '05793000')], '00739340')
([('01848465', '¬_verb_group', '00613393'), ('00613393', '_verb_group', '01989053'), ('01989053', '¬_verb_group', '01989562')], '00613393')
([('01907258', '¬_verb_group', '02089984'), ('02089984', '_derivationally_related_form', '07351612'), ('07351612', '¬_derivationally_related_form', '00138508')], '02089984')
([('01560984', '¬_verb_group', '01560731'), ('01560731', '¬_derivationally_related_form', '00359492'), ('00359492', '¬_derivationally_related_form', '01560731')], '01560731')
([('01874568', '¬_verb_group', '01904293'), ('01904293', 'NO_OP', '01904293'), ('01904293', '¬_verb_group', '01838651')], '01904293')
([('01389007', '¬_verb_group', '01388813'), ('01388813', '¬_verb_group', '01389007'), ('01389007', '¬_verb_group', '01388813')], '01388813')
([('01255355', '¬_verb_group', '01255222'), ('01255222', 'NO_OP', '01255222'), ('01255222', '¬_verb_group', '01255355')], '01255222')
([('02657219', '¬_verb_group', '02658283'), ('02658283', '¬_verb_group', '02657219'), ('02657219', '¬_verb_group', '02700104')], '02700104')
([('01278817', '¬_verb_group', '00476965'), ('00476965', '_verb_group', '01278817'), ('01278817', '¬_verb_group', '00476965')], '00476965')
([('00698104', '¬_verb_group', '00698256'), ('00698256', '¬_verb_group', '00698104'), ('00698104', '_hypernym', '00672433')], '00698256')
([('00949288', '¬_verb_group', '00640828'), ('00640828', '¬_verb_group', '00949288'), ('00949288', '¬_verb_group', '00640828')], '00640828')
([('00619610', '¬_verb_group', '01657254'), ('01657254', '¬_verb_group', '00619610'), ('00619610', '_derivationally_related_form', '00072473')], '01657254')
([('02449847', '¬_verb_group', '02236624'), ('02236624', '_verb_group', '02449847'), ('02449847', '¬_verb_group', '02236624')], '02236624')
([('00345761', '¬_verb_group', '01070777'), ('01070777', '¬_verb_group', '00345761'), ('00345761', '_derivationally_related_form', '10355449')], '01070777')
([('02229055', '¬_verb_group', '02296153'), ('02296153', '¬_verb_group', '02235842'), ('02235842', '¬_verb_group', '02296153')], '02296153')
([('00626428', '¬_verb_group', '00625119'), ('00625119', '¬_verb_group', '00626428'), ('00626428', '¬_verb_group', '00625119')], '00625119')
([('02486232', '¬_derivationally_related_form', '09992538'), ('09992538', '_derivationally_related_form', '02485844'), ('02485844', '¬_verb_group', '02486232')], '02485844')
([('01906823', '¬_verb_group', '01904930'), ('01904930', '¬_verb_group', '01912893'), ('01912893', '¬_verb_group', '01904930')], '01904930')
([('00153061', '¬_verb_group', '02073065'), ('02073065', 'NO_OP', '02073065'), ('02073065', '¬_verb_group', '00153061')], '02073065')
([('02073065', '¬_verb_group', '00153061'), ('00153061', '¬_verb_group', '02073065'), ('02073065', '¬_verb_group', '00153061')], '00153061')
([('00052845', '¬_verb_group', '01308681'), ('01308681', '¬_verb_group', '00052845'), ('00052845', '_derivationally_related_form', '00919877')], '01308681')
([('02054989', '¬_verb_group', '01368863'), ('01368863', '¬_verb_group', '02054989'), ('02054989', '¬_verb_group', '01368863')], '01368863')
([('00238867', '¬_verb_group', '00239614'), ('00239614', '_verb_group', '00238867'), ('00238867', '¬_verb_group', '00239321')], '00239614')
([('01767949', '¬_verb_group', '02108791'), ('02108791', '¬_verb_group', '01767949'), ('01767949', '¬_verb_group', '01649999')], '01649999')
([('00652900', '¬_verb_group', '02729632'), ('02729632', '¬_derivationally_related_form', '04746842'), ('04746842', '_derivationally_related_form', '00653620')], '02729632')
([('02589576', '¬_derivationally_related_form', '09906538'), ('09906538', '_derivationally_related_form', '02589576'), ('02589576', '¬_verb_group', '00976653')], '00976653')
([('02009433', '¬_verb_group', '02015598'), ('02015598', '¬_verb_group', '02009433'), ('02009433', '¬_verb_group', '02383440')], '02015598')
([('02235666', 'NO_OP', '02235666'), ('02235666', '¬_verb_group', '02537407'), ('02537407', '_derivationally_related_form', '10206173')], '02537407')
([('02672187', '¬_verb_group', '00417001'), ('00417001', '¬_derivationally_related_form', '03118539'), ('03118539', '_derivationally_related_form', '00417001')], '00417001')
([('02730135', '¬_verb_group', '02635659'), ('02635659', 'NO_OP', '02635659'), ('02635659', '¬_derivationally_related_form', '07292694')], '02635659')
([('00487748', '_derivationally_related_form', '02117232'), ('02117232', '¬_derivationally_related_form', '00487748'), ('00487748', '¬_verb_group', '00154141')], '00154141')
([('01840238', '¬_verb_group', '01941093'), ('01941093', '¬_verb_group', '01451842'), ('01451842', 'NO_OP', '01451842')], '01941093')
([('01546111', '¬_derivationally_related_form', '10648033'), ('10648033', '_derivationally_related_form', '01546111'), ('01546111', '¬_verb_group', '01546768')], '01546768')
([('00195342', '¬_verb_group', '00181664'), ('00181664', '¬_derivationally_related_form', '08632423'), ('08632423', '_derivationally_related_form', '00181664')], '00181664')
([('01360899', '¬_verb_group', '01313249'), ('01313249', '¬_verb_group', '01233387'), ('01233387', '¬_verb_group', '01313249')], '01313249')
([('02428924', '¬_verb_group', '02023107'), ('02023107', '¬_derivationally_related_form', '08307589'), ('08307589', '¬_hypernym', '08309409')], '02023107')
([('00870213', '¬_verb_group', '00870577'), ('00870577', '¬_verb_group', '00870213'), ('00870213', '_derivationally_related_form', '07224151')], '00870577')
([('00518115', '¬_verb_group', '00517847'), ('00517847', '¬_verb_group', '00518115'), ('00518115', '¬_verb_group', '00517847')], '00517847')
([('02752931', '¬_verb_group', '02342132'), ('02342132', '¬_verb_group', '02752931'), ('02752931', '¬_verb_group', '02342132')], '02342132')
([('01451842', '¬_verb_group', '01941093'), ('01941093', '_derivationally_related_form', '00302394'), ('00302394', '_derivationally_related_form', '01451842')], '01941093')
([('01894649', '¬_derivationally_related_form', '09990415'), ('09990415', '¬_derivationally_related_form', '01708676'), ('01708676', '¬_hypernym', '01708542')], '01708676')
([('01388813', '¬_verb_group', '01389007'), ('01389007', '¬_verb_group', '01388813'), ('01388813', '¬_verb_group', '01389007')], '01389007')
([('02405390', '¬_verb_group', '00162688'), ('00162688', '_hypernym', '01631072'), ('01631072', '¬_hypernym', '00162688')], '00162688')
([('00542809', '¬_verb_group', '01679433'), ('01679433', '_derivationally_related_form', '04484160'), ('04484160', '¬_derivationally_related_form', '01679806')], '01679433')
([('02749247', '¬_verb_group', '01675963'), ('01675963', '¬_hypernym', '01667607'), ('01667607', '_derivationally_related_form', '03282933')], '01675963')
([('00402130', '¬_verb_group', '00545557'), ('00545557', '_verb_group', '00094460'), ('00094460', '¬_hypernym', '00095870')], '00545557')
([('01353405', '¬_verb_group', '01354006'), ('01354006', '¬_verb_group', '01353405'), ('01353405', '¬_verb_group', '01354006')], '01354006')
([('01166351', '¬_verb_group', '01168468'), ('01168468', '¬_verb_group', '01179865'), ('01179865', 'NO_OP', '01179865')], '01168468')
([('01660252', '¬_verb_group', '01660082'), ('01660082', '_hypernym', '01659248'), ('01659248', 'NO_OP', '01659248')], '01660082')
([('00921738', '¬_verb_group', '00651991'), ('00651991', '¬_derivationally_related_form', '07270179'), ('07270179', '¬_derivationally_related_form', '01588493')], '00651991')
([('02291258', '¬_verb_group', '02291548'), ('02291548', '¬_verb_group', '02291258'), ('02291258', '¬_verb_group', '02289295')], '02289295')
([('00162688', '¬_verb_group', '02405390'), ('02405390', '¬_hypernym', '02394662'), ('02394662', '_derivationally_related_form', '00623670')], '02405390')
([('00265673', 'NO_OP', '00265673'), ('00265673', '¬_derivationally_related_form', '00260622'), ('00260622', '_derivationally_related_form', '00265386')], '00265386')
([('01067816', 'NO_OP', '01067816'), ('01067816', '¬_verb_group', '01731031'), ('01731031', '_derivationally_related_form', '00546389')], '01731031')
([('00663353', '¬_verb_group', '00662589'), ('00662589', '¬_hypernym', '00663549'), ('00663549', '_hypernym', '00662589')], '00662589')
([('01071632', 'NO_OP', '01071632'), ('01071632', '¬_verb_group', '01071474'), ('01071474', '¬_verb_group', '01071632')], '01071474')
([('02385153', '¬_verb_group', '02620213'), ('02620213', '¬_verb_group', '02385153'), ('02385153', '¬_verb_group', '02620213')], '02620213')
([('00621734', '¬_derivationally_related_form', '05683582'), ('05683582', '_derivationally_related_form', '00621734'), ('00621734', '¬_verb_group', '01790739')], '01790739')
([('02484570', '¬_verb_group', '01137138'), ('01137138', '¬_verb_group', '01134781'), ('01134781', '¬_verb_group', '01137138')], '01137138')
([('00570003', '¬_verb_group', '00570205'), ('00570205', '¬_verb_group', '00570003'), ('00570003', '¬_verb_group', '00570205')], '00570205')
([('02733122', 'NO_OP', '02733122'), ('02733122', 'NO_OP', '02733122'), ('02733122', '¬_verb_group', '02202928')], '02202928')
([('01731353', '¬_verb_group', '01730384'), ('01730384', '_derivationally_related_form', '01255935'), ('01255935', '_derivationally_related_form', '01731353')], '01730384')
([('02684254', '¬_verb_group', '00908621'), ('00908621', '¬_verb_group', '02684254'), ('02684254', '¬_verb_group', '00908621')], '00908621')
([('02079933', '¬_derivationally_related_form', '06260121'), ('06260121', '¬_derivationally_related_form', '02079933'), ('02079933', '¬_verb_group', '01061017')], '01061017')
([('00595630', '¬_verb_group', '00594621'), ('00594621', '¬_derivationally_related_form', '10240082'), ('10240082', '¬_derivationally_related_form', '01782432')], '00594621')
([('01061017', '¬_verb_group', '02079933'), ('02079933', '_hypernym', '02077656'), ('02077656', '_also_see', '02157100')], '02079933')
([('00417001', '¬_verb_group', '02672187'), ('02672187', '_hypernym', '01072262'), ('01072262', '¬_hypernym', '01086103')], '02672187')
([('01026728', '¬_verb_group', '02676054'), ('02676054', '¬_hypernym', '02676789'), ('02676789', '¬_verb_group', '02707429')], '02676054')
([('00056930', 'NO_OP', '00056930'), ('00056930', '¬_verb_group', '00059019'), ('00059019', '_derivationally_related_form', '07510923')], '00059019')
([('02461314', '¬_verb_group', '02462580'), ('02462580', '¬_derivationally_related_form', '10760340'), ('10760340', '_derivationally_related_form', '02462580')], '02462580')
([('02385813', '¬_verb_group', '01710481'), ('01710481', '¬_verb_group', '02385813'), ('02385813', '¬_verb_group', '01710481')], '01710481')
([('02339171', '¬_verb_group', '02316868'), ('02316868', 'NO_OP', '02316868'), ('02316868', '¬_verb_group', '02339171')], '02316868')
