WN18RR, _instance_hypernym_WN18_generic_PPO_simple_embedding_100
([('09087450', '¬_has_part', '09086173'), ('09086173', '_has_part', '09086635'), ('09086635', '_instance_hypernym', '08524735')], '08524735')
([('15233411', '¬_has_part', '15231964'), ('15231964', '_has_part', '15233239'), ('15233239', '_instance_hypernym', '15113229')], '15113229')
([('09173023', '¬_has_part', '08993288'), ('08993288', '_has_part', '09171376'), ('09171376', '_instance_hypernym', '08505573')], '08505573')
([('08040762', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08046032')], '08392137')
([('08736107', '¬_has_part', '08735705'), ('08735705', '_has_part', '08703035'), ('08703035', '¬_instance_hypernym', '08738272')], '08703035')
([('08998560', '¬_has_part', '08999154'), ('08999154', '_has_part', '08777544'), ('08777544', '_instance_hypernym', '08698379')], '08698379')
([('02688895', '¬_has_part', '08196230'), ('08196230', '_has_part', '08197386'), ('08197386', '_hypernym', '08337324')], '08337324')
([('09134999', '¬_has_part', '09134386'), ('09134386', '_has_part', '09136182'), ('09136182', '_instance_hypernym', '08524735')], '08524735')
([('09146111', '¬_has_part', '09141526'), ('09141526', '_has_part', '09146912'), ('09146912', '_instance_hypernym', '08524735')], '08524735')
([('11144604', '_instance_hypernym', '10067305'), ('10067305', '¬_instance_hypernym', '11164671'), ('11164671', '_instance_hypernym', '10547145')], '10547145')
([('08928193', '¬_has_part', '08699426'), ('08699426', '_has_part', '09034550'), ('09034550', '_instance_hypernym', '08698379')], '08698379')
([('08041484', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08028397')], '08392137')
([('08809749', '¬_has_part', '08801678'), ('08801678', '_has_part', '08805122'), ('08805122', '_instance_hypernym', '08803382')], '08803382')
([('08851830', '¬_has_part', '08849753'), ('08849753', '_has_part', '08851500'), ('08851500', '_instance_hypernym', '08524735')], '08524735')
([('08855126', '¬_has_part', '08853741'), ('08853741', '_has_part', '08855505'), ('08855505', '_instance_hypernym', '08524735')], '08524735')
([('09113479', '¬_has_part', '09112282'), ('09112282', '_has_part', '09114020'), ('09114020', '_instance_hypernym', '08524735')], '08524735')
([('01273491', '¬_has_part', '01301630'), ('01301630', '_has_part', '01275697'), ('01275697', '_instance_hypernym', '00956485')], '00956485')
([('09025728', '¬_has_part', '09023321'), ('09023321', '_has_part', '09028477'), ('09028477', '_instance_hypernym', '08524735')], '08524735')
([('08850741', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08766667'), ('08766667', '_instance_hypernym', '08524735')], '08524735')
([('09353437', '¬_has_part', '08849753'), ('08849753', '_has_part', '09425835'), ('09425835', '_instance_hypernym', '09411430')], '09411430')
([('08984457', '¬_has_part', '08982587'), ('08982587', '_has_part', '08983556'), ('08983556', '_instance_hypernym', '08524735')], '08524735')
([('08012028', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08035233'), ('08035233', '_instance_hypernym', '08392137')], '08392137')
([('08746475', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08956574'), ('08956574', '_instance_hypernym', '08524735')], '08524735')
([('11085924', '_instance_hypernym', '10067305'), ('10067305', '¬_instance_hypernym', '11164671'), ('11164671', '_instance_hypernym', '10547145')], '10547145')
([('08041484', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08046346'), ('08046346', '_instance_hypernym', '08392137')], '08392137')
([('08950787', '¬_has_part', '08949093'), ('08949093', '_has_part', '08950230'), ('08950230', '_instance_hypernym', '08524735')], '08524735')
([('08973330', '¬_has_part', '09189411'), ('09189411', '_has_part', '08698379'), ('08698379', '¬_instance_hypernym', '08971025')], '08698379')
([('08765460', '¬_has_part', '08764107'), ('08764107', '_has_part', '08765623'), ('08765623', '_instance_hypernym', '08524735')], '08524735')
([('09171674', 'NO_OP', '09171674'), ('09171674', '¬_has_part', '09167767'), ('09167767', '_instance_hypernym', '08505573')], '08505573')
([('08743229', '¬_has_part', '08740875'), ('08740875', '_has_part', '08744750'), ('08744750', '_instance_hypernym', '08524735')], '08524735')
([('09106770', '¬_has_part', '09105821'), ('09105821', '_has_part', '09108055'), ('09108055', '_instance_hypernym', '08524735')], '08524735')
([('08934694', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09164417'), ('09164417', '_instance_hypernym', '08524735')], '08524735')
([('08034579', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08022666'), ('08022666', '_instance_hypernym', '08392137')], '08392137')
([('04029125', '¬_member_meronym', '04178329'), ('04178329', '_hypernym', '03743902'), ('03743902', '¬_hypernym', '03743016')], '03743902')
([('08962187', '¬_has_part', '09189411'), ('09189411', '_has_part', '08698379'), ('08698379', '¬_instance_hypernym', '08734385')], '08698379')
([('11231157', '_instance_hypernym', '09798811'), ('09798811', '¬_instance_hypernym', '11085924'), ('11085924', '_instance_hypernym', '10547145')], '10547145')
([('08042856', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08018189')], '08392137')
([('08984223', '¬_has_part', '08982587'), ('08982587', '_has_part', '08983556'), ('08983556', '_instance_hypernym', '08524735')], '08524735')
([('08016035', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08046346'), ('08046346', '_instance_hypernym', '08392137')], '08392137')
([('08743229', '¬_has_part', '08740875'), ('08740875', '_has_part', '08746475'), ('08746475', '_instance_hypernym', '08524735')], '08524735')
([('08766667', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08750822'), ('08750822', '_instance_hypernym', '08524735')], '08524735')
([('08727945', '¬_has_part', '08723006'), ('08723006', '_has_part', '08727003'), ('08727003', '_instance_hypernym', '08524735')], '08524735')
([('08855909', '¬_has_part', '08853741'), ('08853741', '_has_part', '08855763'), ('08855763', '_instance_hypernym', '08524735')], '08524735')
([('09158268', '¬_has_part', '09157163'), ('09157163', '_has_part', '09157766'), ('09157766', '_instance_hypernym', '08524735')], '08524735')
([('08857099', '¬_has_part', '08853741'), ('08853741', '_has_part', '08855505'), ('08855505', '_instance_hypernym', '08524735')], '08524735')
([('08836630', '_has_part', '08842819'), ('08842819', '_instance_hypernym', '09203827'), ('09203827', '¬_instance_hypernym', '08717730')], '09203827')
([('08563990', '¬_has_part', '08563180'), ('08563180', '_has_part', '08563478'), ('08563478', '_instance_hypernym', '08574314')], '08574314')
([('08904533', '¬_has_part', '08900535'), ('08900535', '_has_part', '08904731'), ('08904731', '_instance_hypernym', '08524735')], '08524735')
([('08494782', '¬_has_part', '09198106'), ('09198106', '_has_part', '08567072'), ('08567072', '_instance_hypernym', '08574314')], '08574314')
([('03812541', '¬_has_part', '08191987'), ('08191987', '_has_part', '08193448'), ('08193448', '_hypernym', '08337324')], '08337324')
([('09084075', '¬_has_part', '09082540'), ('09082540', '_has_part', '09083390'), ('09083390', '_instance_hypernym', '08524735')], '08524735')
([('08969798', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08714966'), ('08714966', '_instance_hypernym', '08524735')], '08524735')
([('08728268', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08889400'), ('08889400', '_instance_hypernym', '08524735')], '08524735')
([('08824771', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08935212'), ('08935212', '_instance_hypernym', '08524735')], '08524735')
([('08925287', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08925957'), ('08925957', '_instance_hypernym', '08524735')], '08524735')
([('08911602', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08745901'), ('08745901', '_instance_hypernym', '08524735')], '08524735')
([('08773336', '¬_member_meronym', '08304135'), ('08304135', '_member_meronym', '09014066'), ('09014066', '_instance_hypernym', '08524735')], '08524735')
([('09054480', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08924023'), ('08924023', '_instance_hypernym', '08524735')], '08524735')
([('08743229', '¬_has_part', '08740875'), ('08740875', '_has_part', '08743945'), ('08743945', '_instance_hypernym', '08524735')], '08524735')
([('09064264', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08743945'), ('08743945', '_instance_hypernym', '08524735')], '08524735')
([('09370168', '¬_has_part', '09044862'), ('09044862', '_has_part', '09420030'), ('09420030', '_instance_hypernym', '09411430')], '09411430')
([('09025451', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09164417'), ('09164417', '_instance_hypernym', '08524735')], '08524735')
([('08798062', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08854855'), ('08854855', '_instance_hypernym', '08524735')], '08524735')
([('08856630', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08805565'), ('08805565', '_instance_hypernym', '08524735')], '08524735')
([('08771277', '¬_has_part', '08766988'), ('08766988', '_has_part', '08772551'), ('08772551', '_instance_hypernym', '08524735')], '08524735')
([('08728882', '¬_has_part', '08723006'), ('08723006', '_has_part', '08727230'), ('08727230', '_instance_hypernym', '08524735')], '08524735')
([('09102517', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09150863'), ('09150863', '_instance_hypernym', '08633957')], '08633957')
([('08856266', '¬_has_part', '08853741'), ('08853741', '_has_part', '08857260'), ('08857260', '_instance_hypernym', '08524735')], '08524735')
([('08794366', '¬_has_part', '08792548'), ('08792548', '_has_part', '08793489'), ('08793489', '_instance_hypernym', '08574314')], '08574314')
([('09145851', '¬_has_part', '09141526'), ('09141526', '_has_part', '09146813'), ('09146813', '_instance_hypernym', '08524735')], '08524735')
([('15124183', '_has_part', '15124361'), ('15124361', '_instance_hypernym', '15248020'), ('15248020', '¬_has_part', '15243730')], '15243730')
([('09083659', '¬_has_part', '09082540'), ('09082540', '_has_part', '09083390'), ('09083390', '_instance_hypernym', '08524735')], '08524735')
([('15129220', '¬_has_part', '15128711'), ('15128711', '_instance_hypernym', '15243730'), ('15243730', '¬_instance_hypernym', '15128711')], '15243730')
([('08563180', '_has_part', '09048127'), ('09048127', '_instance_hypernym', '08574314'), ('08574314', '¬_instance_hypernym', '08978821')], '08574314')
([('02741681', '¬_has_part', '08394922'), ('08394922', '_hypernym', '08337324'), ('08337324', '¬_hypernym', '08193645')], '08337324')
([('08762495', '¬_has_part', '08999154'), ('08999154', '_has_part', '08777544'), ('08777544', '_instance_hypernym', '08698379')], '08698379')
([('08046759', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08042183'), ('08042183', '_instance_hypernym', '08392137')], '08392137')
([('08041106', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08013653'), ('08013653', '_instance_hypernym', '08392137')], '08392137')
([('08892766', '¬_has_part', '08890097'), ('08890097', '_has_part', '08892058'), ('08892058', '_instance_hypernym', '08552138')], '08552138')
([('09085334', '¬_has_part', '09084750'), ('09084750', '_has_part', '09085441'), ('09085441', '_instance_hypernym', '08524735')], '08524735')
([('08984223', '¬_has_part', '08982587'), ('08982587', '_has_part', '08984332'), ('08984332', '_instance_hypernym', '08524735')], '08524735')
([('08036005', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08017257')], '08392137')
([('09125016', '¬_has_part', '09117351'), ('09117351', '_has_part', '09118505'), ('09118505', '_instance_hypernym', '08524735')], '08524735')
([('09322701', '¬_has_part', '09323824'), ('09323824', '_has_part', '09403581'), ('09403581', '_instance_hypernym', '09360122')], '09360122')
([('08969798', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09042322'), ('09042322', '_instance_hypernym', '08524735')], '08524735')
([('08033194', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08041484'), ('08041484', '_instance_hypernym', '08392137')], '08392137')
([('08714966', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08805565'), ('08805565', '_instance_hypernym', '08524735')], '08524735')
([('09028477', '¬_has_part', '09023321'), ('09023321', '_has_part', '09026780'), ('09026780', '_instance_hypernym', '08524735')], '08524735')
([('08813156', '¬_has_part', '08812952'), ('08812952', '_has_part', '08813264'), ('08813264', '_instance_hypernym', '08524735')], '08524735')
([('09222880', '¬_has_part', '09159003'), ('09159003', '_has_part', '09456860'), ('09456860', '_instance_hypernym', '09403734')], '09403734')
([('08041106', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08043848')], '08392137')
([('08720037', '¬_has_part', '09189411'), ('09189411', '_has_part', '08947772'), ('08947772', '_instance_hypernym', '08698379')], '08698379')
([('09008723', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08739669'), ('08739669', '_instance_hypernym', '08524735')], '08524735')
([('08728268', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08994834'), ('08994834', '_instance_hypernym', '08524735')], '08524735')
([('08047032', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08021785'), ('08021785', '_instance_hypernym', '08392137')], '08392137')
([('10925939', '_instance_hypernym', '10650162'), ('10650162', '¬_instance_hypernym', '11380923'), ('11380923', '_instance_hypernym', '10123844')], '10123844')
([('09040839', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08731148'), ('08731148', '_instance_hypernym', '08524735')], '08524735')
([('08727396', '¬_has_part', '08723006'), ('08723006', '_has_part', '08725161'), ('08725161', '_instance_hypernym', '08524735')], '08524735')
([('09042322', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08934694'), ('08934694', '_instance_hypernym', '08524735')], '08524735')
([('08772794', '¬_has_part', '08766988'), ('08766988', '_has_part', '08774546'), ('08774546', '_instance_hypernym', '08524735')], '08524735')
