WN18RR, _derivationally_related_form_WN18_generic_PPO_simple_embedding_100
([('02294436', '¬_derivationally_related_form', '01083504'), ('01083504', '_derivationally_related_form', '00081072'), ('00081072', '_derivationally_related_form', '13285714')], '13285714')
([('02860063', '¬_derivationally_related_form', '01865383'), ('01865383', '_hypernym', '01831531'), ('01831531', '¬_hypernym', '01910373')], '01865383')
([('00697365', '¬_derivationally_related_form', '00086320'), ('00086320', '¬_derivationally_related_form', '00697365'), ('00697365', '¬_derivationally_related_form', '00086320')], '00086320')
([('08060446', '¬_hypernym', '08066763'), ('08066763', '_hypernym', '08060446'), ('08060446', '¬_derivationally_related_form', '01653442')], '01653442')
([('00982514', '¬_derivationally_related_form', '13803782'), ('13803782', '¬_derivationally_related_form', '00982514'), ('00982514', '_hypernym', '00169806')], '13803782')
([('07537259', '¬_derivationally_related_form', '01818972'), ('01818972', 'NO_OP', '01818972'), ('01818972', 'NO_OP', '01818972')], '01818972')
([('10588357', '¬_derivationally_related_form', '08558770'), ('08558770', '_hypernym', '08556491'), ('08556491', '¬_hypernym', '08558770')], '08558770')
([('07376937', '¬_derivationally_related_form', '01398919'), ('01398919', '¬_hypernym', '01416364'), ('01416364', '_synset_domain_topic_of', '00916464')], '01398919')
([('10523341', '¬_member_meronym', '08206460'), ('08206460', '_hypernym', '08199025'), ('08199025', '¬_synset_domain_topic_of', '06248968')], '08206460')
([('00356954', '¬_derivationally_related_form', '07350069'), ('07350069', '_synset_domain_topic_of', '06115701'), ('06115701', '¬_synset_domain_topic_of', '11417672')], '07350069')
([('01036319', '_derivationally_related_form', '00802238'), ('00802238', '_derivationally_related_form', '02545578'), ('02545578', '¬_derivationally_related_form', '14541852')], '14541852')
([('00131018', '¬_derivationally_related_form', '08573472'), ('08573472', '_derivationally_related_form', '01079172'), ('01079172', '_derivationally_related_form', '03398467')], '08573472')
([('03308152', 'NO_OP', '03308152'), ('03308152', '¬_derivationally_related_form', '01351170'), ('01351170', '¬_verb_group', '01995211')], '01351170')
([('02461063', '¬_derivationally_related_form', '03599761'), ('03599761', '_derivationally_related_form', '02420789'), ('02420789', '¬_derivationally_related_form', '03599761')], '03599761')
([('00284101', '_derivationally_related_form', '01911698'), ('01911698', '_derivationally_related_form', '00284101'), ('00284101', '¬_derivationally_related_form', '01919226')], '01919226')
([('00115500', '¬_derivationally_related_form', '01453256'), ('01453256', '_hypernym', '01850315'), ('01850315', '¬_hypernym', '02089420')], '01453256')
([('07524529', '¬_derivationally_related_form', '01766748'), ('01766748', '¬_derivationally_related_form', '07524529'), ('07524529', '_hypernym', '07523905')], '01766748')
([('01007676', '¬_derivationally_related_form', '03316105'), ('03316105', 'NO_OP', '03316105'), ('03316105', '¬_derivationally_related_form', '01007676')], '03316105')
([('06054892', '¬_derivationally_related_form', '10421753'), ('10421753', '¬_derivationally_related_form', '06054892'), ('06054892', '¬_synset_domain_topic_of', '02944327')], '10421753')
([('00102457', '¬_derivationally_related_form', '00479598'), ('00479598', '_hypernym', '00126264'), ('00126264', '¬_hypernym', '00374668')], '00479598')
([('01398941', '¬_derivationally_related_form', '04049405'), ('04049405', '_hypernym', '03057021'), ('03057021', '¬_hypernym', '03456665')], '04049405')
([('09953965', 'NO_OP', '09953965'), ('09953965', '¬_member_meronym', '08308497'), ('08308497', '¬_derivationally_related_form', '00876665')], '00876665')
([('14977075', '¬_derivationally_related_form', '01603418'), ('01603418', '_derivationally_related_form', '14977075'), ('14977075', '_hypernym', '14977504')], '01603418')
([('02533748', '_derivationally_related_form', '08361329'), ('08361329', '_derivationally_related_form', '02533748'), ('02533748', '¬_derivationally_related_form', '06217103')], '06217103')
([('09281777', '¬_derivationally_related_form', '01904293'), ('01904293', '_hypernym', '01835496'), ('01835496', '¬_hypernym', '02102002')], '01904293')
([('02311260', '¬_derivationally_related_form', '13381734'), ('13381734', '¬_hypernym', '13383439'), ('13383439', '_hypernym', '13381734')], '13381734')
([('01460937', '¬_derivationally_related_form', '01254051'), ('01254051', '¬_derivationally_related_form', '01460937'), ('01460937', 'NO_OP', '01460937')], '01254051')
([('07313241', '¬_derivationally_related_form', '00365188'), ('00365188', '¬_derivationally_related_form', '00365471'), ('00365471', 'NO_OP', '00365471')], '00365188')
([('00138956', '_derivationally_related_form', '02304648'), ('02304648', '¬_also_see', '01439745'), ('01439745', '_derivationally_related_form', '00138956')], '01439745')
([('00466651', 'NO_OP', '00466651'), ('00466651', '¬_derivationally_related_form', '00373278'), ('00373278', 'NO_OP', '00373278')], '00373278')
([('00427853', '¬_derivationally_related_form', '00037919'), ('00037919', '¬_derivationally_related_form', '00427853'), ('00427853', '¬_derivationally_related_form', '00037919')], '00037919')
([('02936714', '¬_derivationally_related_form', '02496036'), ('02496036', '_derivationally_related_form', '02936714'), ('02936714', 'NO_OP', '02936714')], '02496036')
([('00713996', '¬_derivationally_related_form', '06032246'), ('06032246', '_derivationally_related_form', '02704461'), ('02704461', '¬_derivationally_related_form', '13841651')], '13841651')
([('01803936', '¬_derivationally_related_form', '00158185'), ('00158185', '¬_derivationally_related_form', '02600490'), ('02600490', 'NO_OP', '02600490')], '00158185')
([('04626705', '¬_derivationally_related_form', '00988287'), ('00988287', '_derivationally_related_form', '06376154'), ('06376154', 'NO_OP', '06376154')], '00988287')
([('00232542', '¬_derivationally_related_form', '08436759'), ('08436759', '_derivationally_related_form', '02598211'), ('02598211', '¬_derivationally_related_form', '08436759')], '02598211')
([('14425974', '¬_derivationally_related_form', '01489722'), ('01489722', '¬_also_see', '01646941'), ('01646941', '_also_see', '01489722')], '01646941')
([('00784342', '¬_derivationally_related_form', '07193596'), ('07193596', '_derivationally_related_form', '00784342'), ('00784342', '_verb_group', '00897746')], '07193596')
([('02011685', '¬_derivationally_related_form', '09988703'), ('09988703', '¬_derivationally_related_form', '02639075'), ('02639075', '_derivationally_related_form', '09988703')], '09988703')
([('04185071', '¬_derivationally_related_form', '01246601'), ('01246601', '_derivationally_related_form', '04185071'), ('04185071', 'NO_OP', '04185071')], '01246601')
([('00979988', 'NO_OP', '00979988'), ('00979988', 'NO_OP', '00979988'), ('00979988', '¬_derivationally_related_form', '06304671')], '06304671')
([('03484576', '¬_derivationally_related_form', '01288201'), ('01288201', 'NO_OP', '01288201'), ('01288201', '_derivationally_related_form', '03484576')], '01288201')
([('00460900', '¬_derivationally_related_form', '01066163'), ('01066163', '¬_hypernym', '01066881'), ('01066881', '¬_hypernym', '01067070')], '01066163')
([('00089154', '¬_derivationally_related_form', '13066129'), ('13066129', '¬_member_meronym', '13065902'), ('13065902', 'NO_OP', '13065902')], '13066129')
([('00907657', '¬_derivationally_related_form', '07209965'), ('07209965', '¬_derivationally_related_form', '00907147'), ('00907147', '_derivationally_related_form', '07209965')], '07209965')
([('02967626', '¬_derivationally_related_form', '01497292'), ('01497292', 'NO_OP', '01497292'), ('01497292', '_derivationally_related_form', '02967626')], '01497292')
([('15160579', '¬_derivationally_related_form', '00619183'), ('00619183', '_derivationally_related_form', '15159819'), ('15159819', '_derivationally_related_form', '00734927')], '00619183')
([('00192910', '¬_derivationally_related_form', '00430099'), ('00430099', '_derivationally_related_form', '00192910'), ('00192910', '¬_derivationally_related_form', '02269767')], '02269767')
([('00730301', '¬_derivationally_related_form', '08512736'), ('08512736', '¬_hypernym', '08515457'), ('08515457', 'NO_OP', '08515457')], '08512736')
([('01782519', '¬_derivationally_related_form', '04828255'), ('04828255', '¬_derivationally_related_form', '01782519'), ('01782519', '_also_see', '02056880')], '04828255')
([('13962360', 'NO_OP', '13962360'), ('13962360', '_hypernym', '13962166'), ('13962166', '_derivationally_related_form', '02616713')], '02616713')
([('13505987', '¬_derivationally_related_form', '01186428'), ('01186428', '¬_derivationally_related_form', '00842997'), ('00842997', '_hypernym', '01057759')], '01186428')
([('00931232', '¬_derivationally_related_form', '06602935'), ('06602935', 'NO_OP', '06602935'), ('06602935', 'NO_OP', '06602935')], '06602935')
([('07375525', 'NO_OP', '07375525'), ('07375525', 'NO_OP', '07375525'), ('07375525', '¬_derivationally_related_form', '01943718')], '01943718')
([('01293389', '¬_derivationally_related_form', '09900981'), ('09900981', '¬_derivationally_related_form', '01292885'), ('01292885', '¬_derivationally_related_form', '07976936')], '09900981')
([('10700517', '¬_derivationally_related_form', '02460483'), ('02460483', '_derivationally_related_form', '10700517'), ('10700517', '¬_derivationally_related_form', '02460483')], '02460483')
([('09937903', '¬_derivationally_related_form', '02590340'), ('02590340', '_hypernym', '02215355'), ('02215355', '_hypernym', '02274482')], '02590340')
([('13996061', '¬_derivationally_related_form', '02497062'), ('02497062', '¬_derivationally_related_form', '13996061'), ('13996061', '¬_derivationally_related_form', '02421374')], '02497062')
([('00406800', '¬_derivationally_related_form', '01217780'), ('01217780', '¬_derivationally_related_form', '00406800'), ('00406800', '_hypernym', '00406612')], '01217780')
([('08374049', '¬_derivationally_related_form', '00413876'), ('00413876', 'NO_OP', '00413876'), ('00413876', '_derivationally_related_form', '08672562')], '00413876')
([('09893015', 'NO_OP', '09893015'), ('09893015', '¬_derivationally_related_form', '00589769'), ('00589769', '_hypernym', '00586262')], '00589769')
([('01050627', '¬_derivationally_related_form', '01234625'), ('01234625', 'NO_OP', '01234625'), ('01234625', 'NO_OP', '01234625')], '01234625')
([('00302394', '¬_derivationally_related_form', '01847845'), ('01847845', '¬_verb_group', '01941093'), ('01941093', '_verb_group', '01451842')], '01941093')
([('05926676', '¬_derivationally_related_form', '00836236'), ('00836236', '¬_derivationally_related_form', '05765415'), ('05765415', 'NO_OP', '05765415')], '00836236')
([('06715223', '¬_derivationally_related_form', '00845299'), ('00845299', '_hypernym', '00862683'), ('00862683', '_hypernym', '00826509')], '00845299')
([('00618682', '¬_derivationally_related_form', '09909060'), ('09909060', 'NO_OP', '09909060'), ('09909060', '¬_derivationally_related_form', '00618682')], '09909060')
([('00487182', 'NO_OP', '00487182'), ('00487182', '¬_derivationally_related_form', '14002109'), ('14002109', '_derivationally_related_form', '00487554')], '14002109')
([('02684924', '¬_derivationally_related_form', '01017987'), ('01017987', '¬_derivationally_related_form', '00781000'), ('00781000', 'NO_OP', '00781000')], '01017987')
([('00605310', '¬_derivationally_related_form', '07424109'), ('07424109', 'NO_OP', '07424109'), ('07424109', '_derivationally_related_form', '00605310')], '07424109')
([('04746842', '_derivationally_related_form', '00503982'), ('00503982', '¬_derivationally_related_form', '04746842'), ('04746842', '¬_derivationally_related_form', '02729632')], '02729632')
([('00793785', '¬_derivationally_related_form', '10699752'), ('10699752', '_derivationally_related_form', '01807770'), ('01807770', '_hypernym', '01762283')], '10699752')
([('05977340', 'NO_OP', '05977340'), ('05977340', '¬_synset_domain_topic_of', '08098346'), ('08098346', '¬_derivationally_related_form', '09848285')], '09848285')
([('00891216', '¬_hypernym', '02251247'), ('02251247', '_hypernym', '00891216'), ('00891216', '¬_derivationally_related_form', '13344664')], '13344664')
([('01205827', '¬_derivationally_related_form', '00764902'), ('00764902', '_derivationally_related_form', '07151122'), ('07151122', '_derivationally_related_form', '00764902')], '00764902')
([('02264179', '¬_derivationally_related_form', '00212065'), ('00212065', '_derivationally_related_form', '02264179'), ('02264179', '¬_derivationally_related_form', '09786338')], '09786338')
([('01236795', '¬_derivationally_related_form', '07389569'), ('07389569', '¬_derivationally_related_form', '02178866'), ('02178866', '¬_derivationally_related_form', '07389569')], '07389569')
([('00781480', '¬_derivationally_related_form', '02277303'), ('02277303', '_derivationally_related_form', '00781480'), ('00781480', '¬_derivationally_related_form', '02277303')], '02277303')
([('00089324', '¬_derivationally_related_form', '03208229'), ('03208229', 'NO_OP', '03208229'), ('03208229', '_hypernym', '14778436')], '03208229')
([('13468306', '¬_derivationally_related_form', '00229280'), ('00229280', '_derivationally_related_form', '13468306'), ('13468306', '_derivationally_related_form', '00475183')], '00229280')
