WN18RR, _similar_to_WN18_generic_PPO_simple_embedding_100
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349'), ('01115349', '¬_also_see', '01932973')], '01115349')
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('02559862', '¬_similar_to', '02559180'), ('02559180', 'NO_OP', '02559180'), ('02559180', 'NO_OP', '02559180')], '02559180')
([('01835276', '¬_hypernym', '01836384'), ('01836384', '_hypernym', '01835276'), ('01835276', '¬_similar_to', '01834304')], '01834304')
([('00733632', '¬_similar_to', '00732960'), ('00732960', 'NO_OP', '00732960'), ('00732960', 'NO_OP', '00732960')], '00732960')
([('01251128', '¬_similar_to', '01252566'), ('01252566', 'NO_OP', '01252566'), ('01252566', 'NO_OP', '01252566')], '01252566')
([('01834304', '¬_similar_to', '01835276'), ('01835276', '¬_similar_to', '01834304'), ('01834304', '¬_similar_to', '01835276')], '01835276')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', '_similar_to', '00167278')], '00168910')
([('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', '¬_similar_to', '00535844')], '00535844')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('01160031', '¬_similar_to', '01161635'), ('01161635', 'NO_OP', '01161635'), ('01161635', 'NO_OP', '01161635')], '01161635')
([('02168699', '¬_similar_to', '02166346'), ('02166346', '¬_also_see', '02244619'), ('02244619', '¬_also_see', '02166346')], '02166346')
([('01017738', 'NO_OP', '01017738'), ('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('00780575', '¬_similar_to', '00779374'), ('00779374', 'NO_OP', '00779374'), ('00779374', '¬_similar_to', '00780575')], '00779374')
([('01809655', '¬_similar_to', '01811172'), ('01811172', '¬_derivationally_related_form', '07538395'), ('07538395', '¬_derivationally_related_form', '01811172')], '01811172')
([('00732960', '¬_similar_to', '00733632'), ('00733632', '¬_similar_to', '00732960'), ('00732960', '¬_similar_to', '00733632')], '00733632')
([('00445169', '¬_similar_to', '00444519'), ('00444519', 'NO_OP', '00444519'), ('00444519', 'NO_OP', '00444519')], '00444519')
([('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891'), ('02112891', '¬_similar_to', '02111684')], '02112891')
([('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', '¬_similar_to', '01749320')], '01749320')
([('00168910', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00166146')
([('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349'), ('01115349', 'NO_OP', '01115349')], '01115349')
([('01412912', 'NO_OP', '01412912'), ('01412912', '¬_similar_to', '01412415'), ('01412415', 'NO_OP', '01412415')], '01412415')
([('01834304', 'NO_OP', '01834304'), ('01834304', '¬_similar_to', '01835276'), ('01835276', '¬_similar_to', '01834304')], '01835276')
([('01115349', '¬_similar_to', '01116026'), ('01116026', 'NO_OP', '01116026'), ('01116026', 'NO_OP', '01116026')], '01116026')
([('02515341', '¬_similar_to', '02517169'), ('02517169', '¬_similar_to', '02515341'), ('02515341', '¬_similar_to', '02517169')], '02517169')
([('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891'), ('02112891', 'NO_OP', '02112891')], '02112891')
([('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117'), ('01020117', '¬_similar_to', '01017738')], '01017738')
([('01548694', 'NO_OP', '01548694'), ('01548694', '¬_similar_to', '01548193'), ('01548193', 'NO_OP', '01548193')], '01548193')
([('01749320', 'NO_OP', '01749320'), ('01749320', '¬_similar_to', '01751353'), ('01751353', '¬_similar_to', '01749320')], '01751353')
([('00733632', '¬_similar_to', '00732960'), ('00732960', 'NO_OP', '00732960'), ('00732960', 'NO_OP', '00732960')], '00732960')
([('00320536', '¬_similar_to', '00319534'), ('00319534', 'NO_OP', '00319534'), ('00319534', 'NO_OP', '00319534')], '00319534')
([('00728826', '¬_similar_to', '00727564'), ('00727564', '_also_see', '01061489'), ('01061489', '¬_also_see', '00727564')], '00727564')
([('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117'), ('01020117', '¬_similar_to', '01017738')], '01017738')
([('02341266', '¬_similar_to', '02344381'), ('02344381', 'NO_OP', '02344381'), ('02344381', 'NO_OP', '02344381')], '02344381')
([('00536655', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00779374', '¬_similar_to', '00780575'), ('00780575', 'NO_OP', '00780575'), ('00780575', 'NO_OP', '00780575')], '00780575')
([('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101'), ('00400101', '¬_similar_to', '00394562')], '00400101')
([('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101'), ('00400101', 'NO_OP', '00400101')], '00400101')
([('00535844', 'NO_OP', '00535844'), ('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('01811172', '¬_similar_to', '01809655'), ('01809655', 'NO_OP', '01809655'), ('01809655', 'NO_OP', '01809655')], '01809655')
([('02559180', 'NO_OP', '02559180'), ('02559180', '¬_similar_to', '02559862'), ('02559862', 'NO_OP', '02559862')], '02559862')
([('01894758', '¬_similar_to', '01895630'), ('01895630', 'NO_OP', '01895630'), ('01895630', 'NO_OP', '01895630')], '01895630')
([('01895630', '¬_similar_to', '01894758'), ('01894758', 'NO_OP', '01894758'), ('01894758', '¬_similar_to', '01895630')], '01894758')
([('01948573', '¬_similar_to', '01947266'), ('01947266', 'NO_OP', '01947266'), ('01947266', 'NO_OP', '01947266')], '01947266')
([('02505141', '¬_similar_to', '02504131'), ('02504131', 'NO_OP', '02504131'), ('02504131', 'NO_OP', '02504131')], '02504131')
([('02559862', '¬_similar_to', '02559180'), ('02559180', '¬_similar_to', '02559862'), ('02559862', '¬_similar_to', '02559180')], '02559180')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_similar_to', '00444519'), ('00444519', '¬_similar_to', '00445169')], '00445169')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_hypernym', '00443670'), ('00443670', 'NO_OP', '00443670')], '00445169')
([('02341266', '¬_similar_to', '02344381'), ('02344381', 'NO_OP', '02344381'), ('02344381', 'NO_OP', '02344381')], '02344381')
([('01894758', '¬_similar_to', '01895630'), ('01895630', 'NO_OP', '01895630'), ('01895630', '¬_similar_to', '01894758')], '01895630')
([('01115349', '¬_similar_to', '01116026'), ('01116026', '¬_similar_to', '01115349'), ('01115349', '¬_similar_to', '01116026')], '01116026')
([('00727564', 'NO_OP', '00727564'), ('00727564', '¬_similar_to', '00728826'), ('00728826', 'NO_OP', '00728826')], '00728826')
([('01895630', 'NO_OP', '01895630'), ('01895630', '¬_similar_to', '01894758'), ('01894758', '¬_similar_to', '01895630')], '01894758')
([('00536304', 'NO_OP', '00536304'), ('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00131018', '¬_similar_to', '00130778'), ('00130778', 'NO_OP', '00130778'), ('00130778', 'NO_OP', '00130778')], '00130778')
([('00535844', 'NO_OP', '00535844'), ('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00167278', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00166146')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('02515341', '¬_similar_to', '02517169'), ('02517169', 'NO_OP', '02517169'), ('02517169', 'NO_OP', '02517169')], '02517169')
([('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00167278')
([('01548694', '¬_similar_to', '01548193'), ('01548193', 'NO_OP', '01548193'), ('01548193', 'NO_OP', '01548193')], '01548193')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('02515341', 'NO_OP', '02515341'), ('02515341', '¬_similar_to', '02517169'), ('02517169', 'NO_OP', '02517169')], '02517169')
([('01548694', '¬_similar_to', '01548193'), ('01548193', '_also_see', '02513269'), ('02513269', 'NO_OP', '02513269')], '01548193')
([('01252566', '¬_similar_to', '01251128'), ('01251128', 'NO_OP', '01251128'), ('01251128', 'NO_OP', '01251128')], '01251128')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('00167278', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00166146')
([('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00168910')], '00166146')
([('00168910', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146')], '00166146')
([('02168699', 'NO_OP', '02168699'), ('02168699', '¬_similar_to', '02166346'), ('02166346', 'NO_OP', '02166346')], '02166346')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912'), ('01412912', 'NO_OP', '01412912')], '01412912')
([('00392093', '¬_similar_to', '00386392'), ('00386392', 'NO_OP', '00386392'), ('00386392', 'NO_OP', '00386392')], '00386392')
([('01895630', '¬_similar_to', '01894758'), ('01894758', '¬_similar_to', '01895630'), ('01895630', '¬_similar_to', '01894758')], '01894758')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', '¬_also_see', '00914421')], '01749320')
([('01161635', 'NO_OP', '01161635'), ('01161635', '¬_similar_to', '01160031'), ('01160031', 'NO_OP', '01160031')], '01160031')
([('02559180', '¬_similar_to', '02559862'), ('02559862', '¬_similar_to', '02559180'), ('02559180', '¬_similar_to', '02559862')], '02559862')
([('00963283', '¬_similar_to', '00962634'), ('00962634', 'NO_OP', '00962634'), ('00962634', 'NO_OP', '00962634')], '00962634')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('00708017', 'NO_OP', '00708017'), ('00708017', '¬_similar_to', '00709625'), ('00709625', 'NO_OP', '00709625')], '00709625')
([('01835276', '¬_similar_to', '01834304'), ('01834304', 'NO_OP', '01834304'), ('01834304', 'NO_OP', '01834304')], '01834304')
([('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891'), ('02112891', 'NO_OP', '02112891')], '02112891')
([('01412912', '¬_similar_to', '01412415'), ('01412415', 'NO_OP', '01412415'), ('01412415', 'NO_OP', '01412415')], '01412415')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
([('02392878', '¬_similar_to', '02393086'), ('02393086', 'NO_OP', '02393086'), ('02393086', 'NO_OP', '02393086')], '02393086')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00167278')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01252566', '¬_similar_to', '01251128'), ('01251128', 'NO_OP', '01251128'), ('01251128', 'NO_OP', '01251128')], '01251128')
([('00733632', '¬_similar_to', '00732960'), ('00732960', 'NO_OP', '00732960'), ('00732960', 'NO_OP', '00732960')], '00732960')
([('01161635', '¬_similar_to', '01160031'), ('01160031', 'NO_OP', '01160031'), ('01160031', 'NO_OP', '01160031')], '01160031')
([('02341266', '¬_similar_to', '02344381'), ('02344381', 'NO_OP', '02344381'), ('02344381', 'NO_OP', '02344381')], '02344381')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00168910')], '00166146')
([('02393086', '¬_similar_to', '02392878'), ('02392878', 'NO_OP', '02392878'), ('02392878', 'NO_OP', '02392878')], '02392878')
([('02517169', '¬_similar_to', '02515341'), ('02515341', 'NO_OP', '02515341'), ('02515341', 'NO_OP', '02515341')], '02515341')
([('02111684', 'NO_OP', '02111684'), ('02111684', '¬_similar_to', '02112891'), ('02112891', '¬_derivationally_related_form', '13428159')], '02112891')
([('00392093', '¬_similar_to', '00386392'), ('00386392', '¬_derivationally_related_form', '00524530'), ('00524530', '_derivationally_related_form', '00386392')], '00386392')
([('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01811172', '¬_similar_to', '01809655'), ('01809655', 'NO_OP', '01809655'), ('01809655', 'NO_OP', '01809655')], '01809655')
([('00708017', '¬_similar_to', '00709625'), ('00709625', '_hypernym', '00709379'), ('00709379', '_hypernym', '00704690')], '00709625')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('01749320', 'NO_OP', '01749320'), ('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('00732960', '¬_similar_to', '00733632'), ('00733632', '¬_similar_to', '00732960'), ('00732960', '¬_similar_to', '00733632')], '00733632')
([('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349'), ('01115349', 'NO_OP', '01115349')], '01115349')
([('01115349', 'NO_OP', '01115349'), ('01115349', '¬_similar_to', '01116026'), ('01116026', '¬_similar_to', '01115349')], '01116026')
([('02112891', '¬_similar_to', '02111684'), ('02111684', 'NO_OP', '02111684'), ('02111684', 'NO_OP', '02111684')], '02111684')
([('01947266', '¬_similar_to', '01948573'), ('01948573', 'NO_OP', '01948573'), ('01948573', 'NO_OP', '01948573')], '01948573')
([('01548694', '¬_similar_to', '01548193'), ('01548193', 'NO_OP', '01548193'), ('01548193', 'NO_OP', '01548193')], '01548193')
([('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117'), ('01020117', '¬_similar_to', '01017738')], '01017738')
([('00708017', 'NO_OP', '00708017'), ('00708017', 'NO_OP', '00708017'), ('00708017', '¬_similar_to', '00709625')], '00709625')
([('02505141', '¬_similar_to', '02504131'), ('02504131', 'NO_OP', '02504131'), ('02504131', 'NO_OP', '02504131')], '02504131')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
([('00003553', '¬_similar_to', '00003356'), ('00003356', 'NO_OP', '00003356'), ('00003356', 'NO_OP', '00003356')], '00003356')
([('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101'), ('00400101', '¬_similar_to', '00394562')], '00400101')
([('02393086', '¬_similar_to', '02392878'), ('02392878', 'NO_OP', '02392878'), ('02392878', 'NO_OP', '02392878')], '02392878')
([('00779374', '¬_similar_to', '00780575'), ('00780575', 'NO_OP', '00780575'), ('00780575', 'NO_OP', '00780575')], '00780575')
([('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', '¬_also_see', '00914421')], '01749320')
([('01548193', '¬_similar_to', '01548694'), ('01548694', 'NO_OP', '01548694'), ('01548694', 'NO_OP', '01548694')], '01548694')
([('02517169', '¬_similar_to', '02515341'), ('02515341', '_similar_to', '02517169'), ('02517169', '¬_similar_to', '02515341')], '02515341')
([('01412415', 'NO_OP', '01412415'), ('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912')], '01412912')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00168910')
([('00780575', '¬_similar_to', '00779374'), ('00779374', 'NO_OP', '00779374'), ('00779374', '¬_similar_to', '00780575')], '00779374')
([('02393086', '¬_similar_to', '02392878'), ('02392878', 'NO_OP', '02392878'), ('02392878', 'NO_OP', '02392878')], '02392878')
([('02559862', '¬_similar_to', '02559180'), ('02559180', 'NO_OP', '02559180'), ('02559180', '¬_similar_to', '02559862')], '02559180')
([('02504131', 'NO_OP', '02504131'), ('02504131', '¬_similar_to', '02505141'), ('02505141', '_similar_to', '02504131')], '02505141')
([('00727564', '¬_similar_to', '00728826'), ('00728826', 'NO_OP', '00728826'), ('00728826', '_hypernym', '00636574')], '00728826')
