WN18RR, _also_see_WN18_generic_PPO_simple_embedding_100
([('01116380', '¬_also_see', '02461723'), ('02461723', '¬_derivationally_related_form', '06756407'), ('06756407', '¬_derivationally_related_form', '00835903')], '02461723')
([('01001689', '¬_derivationally_related_form', '14051494'), ('14051494', '¬_derivationally_related_form', '01001689'), ('01001689', '¬_also_see', '01865197')], '01865197')
([('02271544', '¬_also_see', '02578235'), ('02578235', '_also_see', '02271544'), ('02271544', '¬_also_see', '01309991')], '02578235')
([('02464693', '_also_see', '00958880'), ('00958880', '_also_see', '02464693'), ('02464693', '¬_also_see', '01996377')], '01996377')
([('00479933', '¬_also_see', '00822449'), ('00822449', '_derivationally_related_form', '07525057'), ('07525057', '¬_derivationally_related_form', '00822449')], '00822449')
([('02278939', '¬_also_see', '00873603'), ('00873603', '¬_derivationally_related_form', '05035961'), ('05035961', '¬_derivationally_related_form', '00022686')], '00873603')
([('00638981', '¬_also_see', '01372049'), ('01372049', '¬_also_see', '01507134'), ('01507134', '_also_see', '01372049')], '01372049')
([('02062670', '¬_also_see', '00889831'), ('00889831', '¬_also_see', '02062670'), ('02062670', '_also_see', '02507968')], '00889831')
([('02512922', 'NO_OP', '02512922'), ('02512922', 'NO_OP', '02512922'), ('02512922', '¬_also_see', '01740892')], '01740892')
([('00650577', '¬_also_see', '00655779'), ('00655779', '¬_derivationally_related_form', '14451672'), ('14451672', '¬_derivationally_related_form', '00655779')], '00655779')
([('02102796', '¬_also_see', '02105375'), ('02105375', '_also_see', '02102796'), ('02102796', 'NO_OP', '02102796')], '02105375')
([('00311663', '¬_also_see', '01899360'), ('01899360', '_also_see', '00311663'), ('00311663', '_derivationally_related_form', '04664964')], '01899360')
([('01580050', '¬_also_see', '00903668'), ('00903668', 'NO_OP', '00903668'), ('00903668', '¬_also_see', '00900616')], '00900616')
([('00732960', '¬_also_see', '01459422'), ('01459422', 'NO_OP', '01459422'), ('01459422', 'NO_OP', '01459422')], '01459422')
([('00532892', '_derivationally_related_form', '00588221'), ('00588221', '¬_derivationally_related_form', '00532892'), ('00532892', '¬_also_see', '00428404')], '00428404')
([('01372049', '¬_also_see', '01133876'), ('01133876', '¬_also_see', '01800349'), ('01800349', '¬_derivationally_related_form', '04778630')], '01133876')
([('00875712', '¬_also_see', '00033574'), ('00033574', '_also_see', '00875712'), ('00875712', '¬_also_see', '00033574')], '00033574')
([('02412164', 'NO_OP', '02412164'), ('02412164', '¬_also_see', '00988232'), ('00988232', 'NO_OP', '00988232')], '00988232')
([('00013160', '¬_also_see', '01932973'), ('01932973', '_also_see', '00013160'), ('00013160', '¬_also_see', '01834304')], '01932973')
([('01748318', '¬_also_see', '02517265'), ('02517265', '¬_also_see', '01705655'), ('01705655', '_derivationally_related_form', '14416349')], '02517265')
([('01364008', '_hypernym', '01352574'), ('01352574', '¬_hypernym', '01364008'), ('01364008', '¬_also_see', '01368192')], '01368192')
([('00589624', 'NO_OP', '00589624'), ('00589624', '¬_also_see', '01149494'), ('01149494', '¬_also_see', '01364008')], '01149494')
([('02533313', '¬_also_see', '01463965'), ('01463965', '_also_see', '01459422'), ('01459422', '_also_see', '01246579')], '01463965')
([('02095311', 'NO_OP', '02095311'), ('02095311', '¬_derivationally_related_form', '04777098'), ('04777098', '¬_derivationally_related_form', '01059400')], '01059400')
([('02037708', '¬_also_see', '02321009'), ('02321009', '_also_see', '00707366'), ('00707366', '¬_also_see', '02037708')], '00707366')
([('00779601', '_derivationally_related_form', '15274074'), ('15274074', '_derivationally_related_form', '00779360'), ('00779360', '¬_derivationally_related_form', '00831191')], '00779360')
([('01133876', '¬_also_see', '01800349'), ('01800349', '¬_derivationally_related_form', '07490713'), ('07490713', '¬_hypernym', '07491708')], '01800349')
([('02464693', 'NO_OP', '02464693'), ('02464693', '¬_also_see', '00958880'), ('00958880', '¬_derivationally_related_form', '04876985')], '00958880')
([('02367363', '¬_hypernym', '02375131'), ('02375131', '¬_derivationally_related_form', '01022008'), ('01022008', '¬_derivationally_related_form', '02376429')], '02376429')
([('02055062', 'NO_OP', '02055062'), ('02055062', 'NO_OP', '02055062'), ('02055062', '¬_also_see', '01781478')], '01781478')
([('02274253', '¬_also_see', '02559180'), ('02559180', '_similar_to', '02559862'), ('02559862', '_similar_to', '02559180')], '02559180')
([('02056880', '¬_also_see', '01180695'), ('01180695', '¬_also_see', '01557614'), ('01557614', '_also_see', '01180695')], '01180695')
([('00063277', '¬_derivationally_related_form', '05648459'), ('05648459', '¬_derivationally_related_form', '01140514'), ('01140514', 'NO_OP', '01140514')], '01140514')
([('01782519', '¬_also_see', '02056880'), ('02056880', '_also_see', '01782519'), ('01782519', 'NO_OP', '01782519')], '02056880')
([('01448100', '¬_hypernym', '01592456'), ('01592456', '¬_hypernym', '01593011'), ('01593011', '_hypernym', '01592456')], '01592456')
([('02034828', 'NO_OP', '02034828'), ('02034828', '¬_also_see', '01369663'), ('01369663', '_also_see', '02034828')], '01369663')
([('01509527', '_derivationally_related_form', '05036394'), ('05036394', '¬_derivationally_related_form', '01509527'), ('01509527', '¬_also_see', '01533120')], '01533120')
([('02062670', '¬_also_see', '01409581'), ('01409581', '¬_derivationally_related_form', '04743605'), ('04743605', '¬_hypernym', '04744814')], '01409581')
([('00732960', 'NO_OP', '00732960'), ('00732960', '¬_also_see', '01459422'), ('01459422', '¬_derivationally_related_form', '01775164')], '01459422')
([('02660442', '_derivationally_related_form', '07284554'), ('07284554', '¬_derivationally_related_form', '02716165'), ('02716165', '¬_hypernym', '02660819')], '02660819')
([('01133876', '¬_also_see', '01800349'), ('01800349', '¬_derivationally_related_form', '04778630'), ('04778630', '¬_hypernym', '04779895')], '01800349')
([('00063277', '_derivationally_related_form', '05648459'), ('05648459', 'NO_OP', '05648459'), ('05648459', '¬_derivationally_related_form', '01140514')], '01140514')
([('02274253', '_also_see', '00289082'), ('00289082', '¬_also_see', '02274253'), ('02274253', '¬_also_see', '01017738')], '01017738')
([('00856860', '¬_also_see', '02531422'), ('02531422', '_also_see', '00856860'), ('00856860', 'NO_OP', '00856860')], '02531422')
([('00721437', '_hypernym', '00598954'), ('00598954', '¬_hypernym', '00599613'), ('00599613', 'NO_OP', '00599613')], '00598954')
([('02037708', '¬_also_see', '00707366'), ('00707366', '_also_see', '02037708'), ('02037708', '_also_see', '02321009')], '00707366')
([('02037708', '¬_also_see', '00707366'), ('00707366', 'NO_OP', '00707366'), ('00707366', '_also_see', '02321009')], '00707366')
([('02324397', '¬_also_see', '01827535'), ('01827535', '¬_derivationally_related_form', '05204637'), ('05204637', '_derivationally_related_form', '01824751')], '01827535')
([('01837744', '¬_also_see', '00779374'), ('00779374', '¬_derivationally_related_form', '04702688'), ('04702688', '_hypernym', '04701460')], '00779374')
([('02383831', 'NO_OP', '02383831'), ('02383831', '¬_also_see', '00548781'), ('00548781', '_derivationally_related_form', '07090108')], '00548781')
([('02238462', '¬_also_see', '02230990'), ('02230990', '¬_derivationally_related_form', '04948722'), ('04948722', '_derivationally_related_form', '02230990')], '02230990')
([('01919931', 'NO_OP', '01919931'), ('01919931', 'NO_OP', '01919931'), ('01919931', '¬_also_see', '01452593')], '01452593')
([('01227137', 'NO_OP', '01227137'), ('01227137', '¬_also_see', '02588099'), ('02588099', '_also_see', '02037272')], '02588099')
([('01257612', '_derivationally_related_form', '04629604'), ('04629604', '¬_derivationally_related_form', '02531422'), ('02531422', '_also_see', '01076793')], '02531422')
([('01059400', 'NO_OP', '01059400'), ('01059400', '¬_also_see', '02095311'), ('02095311', '_derivationally_related_form', '04777098')], '02095311')
([('01531375', '_derivationally_related_form', '05117660'), ('05117660', '¬_derivationally_related_form', '01531375'), ('01531375', '¬_also_see', '01508719')], '01508719')
([('00101609', '¬_also_see', '02099019'), ('02099019', '¬_also_see', '00101609'), ('00101609', '_derivationally_related_form', '04833276')], '02099019')
([('00923321', '¬_also_see', '01319874'), ('01319874', '¬_also_see', '02036578'), ('02036578', '¬_also_see', '02513269')], '01319874')
([('01497736', 'NO_OP', '01497736'), ('01497736', '_also_see', '02164402'), ('02164402', '¬_also_see', '01279978')], '01279978')
([('01407465', '¬_also_see', '01401854'), ('01401854', '_also_see', '01960656'), ('01960656', '¬_derivationally_related_form', '04770211')], '01401854')
([('00976508', '¬_also_see', '01143279'), ('01143279', '_also_see', '00976508'), ('00976508', '¬_also_see', '01143279')], '01143279')
([('02164402', '_also_see', '01497736'), ('01497736', '¬_also_see', '01279978'), ('01279978', '_also_see', '00902652')], '01279978')
([('00013160', '¬_also_see', '01834304'), ('01834304', '_derivationally_related_form', '05151088'), ('05151088', '¬_derivationally_related_form', '01834304')], '01834304')
([('00430191', '_also_see', '00781168'), ('00781168', '¬_also_see', '00701479'), ('00701479', '_derivationally_related_form', '04757864')], '00701479')
([('01705655', 'NO_OP', '01705655'), ('01705655', '¬_also_see', '02517265'), ('02517265', '¬_also_see', '01705655')], '02517265')
([('01943406', '_also_see', '01925372'), ('01925372', '_also_see', '01430111'), ('01430111', 'NO_OP', '01430111')], '01430111')
([('01129977', '¬_also_see', '01123148'), ('01123148', '¬_derivationally_related_form', '05142180'), ('05142180', '¬_hypernym', '05143690')], '01123148')
([('01116380', '¬_also_see', '02180797'), ('02180797', '¬_also_see', '02461723'), ('02461723', '_derivationally_related_form', '06756407')], '02180797')
([('02517265', '¬_also_see', '01705655'), ('01705655', '¬_also_see', '02517265'), ('02517265', 'NO_OP', '02517265')], '01705655')
([('00835609', '¬_also_see', '00839411'), ('00839411', '_also_see', '00835609'), ('00835609', '¬_derivationally_related_form', '05207963')], '00839411')
([('01548193', '_similar_to', '01548694'), ('01548694', '_similar_to', '01548193'), ('01548193', '¬_also_see', '02513269')], '02513269')
([('01336587', '¬_derivationally_related_form', '05645597'), ('05645597', 'NO_OP', '05645597'), ('05645597', '_derivationally_related_form', '00439588')], '00439588')
([('01825671', '_also_see', '01824244'), ('01824244', '_also_see', '01825671'), ('01825671', '¬_also_see', '00834198')], '00834198')
([('00779601', '_derivationally_related_form', '15274074'), ('15274074', '¬_derivationally_related_form', '00779360'), ('00779360', '_derivationally_related_form', '15274074')], '00779360')
([('00550777', 'NO_OP', '00550777'), ('00550777', '¬_also_see', '00740336'), ('00740336', '_also_see', '00550777')], '00740336')
([('00873603', '_also_see', '00804695'), ('00804695', '¬_also_see', '02278939'), ('02278939', '_also_see', '00873603')], '02278939')
([('00683185', '¬_also_see', '01880531'), ('01880531', '¬_also_see', '00683185'), ('00683185', '_derivationally_related_form', '04902925')], '01880531')
([('00754873', '¬_also_see', '00311663'), ('00311663', '¬_also_see', '01899360'), ('01899360', '_also_see', '00311663')], '00311663')
([('00561036', '¬_also_see', '00508192'), ('00508192', '_also_see', '00561036'), ('00561036', '¬_derivationally_related_form', '04714440')], '00508192')
([('01821266', '¬_also_see', '01834304'), ('01834304', 'NO_OP', '01834304'), ('01834304', '_derivationally_related_form', '00410247')], '01834304')
([('01372556', 'NO_OP', '01372556'), ('01372556', '_hypernym', '01370561'), ('01370561', '_also_see', '02401809')], '02401809')
([('01725712', 'NO_OP', '01725712'), ('01725712', '¬_also_see', '01256332'), ('01256332', '¬_also_see', '01725712')], '01256332')
([('01222884', '¬_derivationally_related_form', '04873550'), ('04873550', '¬_derivationally_related_form', '01222884'), ('01222884', '¬_also_see', '02319129')], '02319129')
([('00065791', '¬_also_see', '00249721'), ('00249721', '¬_also_see', '00262792'), ('00262792', '¬_also_see', '00065791')], '00249721')
([('02446651', '¬_also_see', '00828779'), ('00828779', '_also_see', '01716227'), ('01716227', '¬_also_see', '00133417')], '00828779')
([('01887076', 'NO_OP', '01887076'), ('01887076', 'NO_OP', '01887076'), ('01887076', '¬_also_see', '01763813')], '01763813')
([('00626800', '¬_also_see', '00625393'), ('00625393', '¬_also_see', '00626800'), ('00626800', 'NO_OP', '00626800')], '00625393')
([('00173764', '¬_also_see', '01746605'), ('01746605', '¬_derivationally_related_form', '05017230'), ('05017230', '_derivationally_related_form', '01746605')], '01746605')
([('02495922', '¬_also_see', '01870889'), ('01870889', '¬_derivationally_related_form', '05157866'), ('05157866', '_derivationally_related_form', '01870889')], '01870889')
([('00822449', '¬_also_see', '00479933'), ('00479933', '_also_see', '00822449'), ('00822449', 'NO_OP', '00822449')], '00479933')
([('00638981', 'NO_OP', '00638981'), ('00638981', '¬_also_see', '01372049'), ('01372049', '_also_see', '01507134')], '01372049')
([('02094755', 'NO_OP', '02094755'), ('02094755', '¬_also_see', '02523275'), ('02523275', '_also_see', '01886407')], '01886407')
([('00087152', '¬_also_see', '01922763'), ('01922763', 'NO_OP', '01922763'), ('01922763', '_also_see', '01740892')], '01922763')
([('00695523', '¬_also_see', '01475282'), ('01475282', '¬_also_see', '02451951'), ('02451951', '¬_also_see', '02389220')], '01475282')
([('00344125', '¬_derivationally_related_form', '04734885'), ('04734885', '¬_derivationally_related_form', '00583990'), ('00583990', '_also_see', '02291843')], '00583990')
([('00851103', '¬_also_see', '02393401'), ('02393401', '¬_also_see', '00851103'), ('00851103', 'NO_OP', '00851103')], '02393401')
([('02395115', '¬_also_see', '01716227'), ('01716227', '¬_also_see', '02395115'), ('02395115', '¬_also_see', '02368336')], '02368336')
([('00493460', '¬_also_see', '02109678'), ('02109678', '_also_see', '00493460'), ('00493460', 'NO_OP', '00493460')], '02109678')
([('02083615', '¬_also_see', '01872745'), ('01872745', '_also_see', '02083615'), ('02083615', '_derivationally_related_form', '10557854')], '01872745')
([('01533120', '¬_also_see', '01509527'), ('01509527', '_derivationally_related_form', '05036394'), ('05036394', '_hypernym', '05093890')], '01509527')
([('00033574', '¬_also_see', '00875712'), ('00875712', 'NO_OP', '00875712'), ('00875712', '¬_derivationally_related_form', '04635953')], '00875712')
([('02080577', '¬_also_see', '00051045'), ('00051045', 'NO_OP', '00051045'), ('00051045', '_also_see', '02080577')], '00051045')
([('02368336', '¬_also_see', '02395115'), ('02395115', '¬_also_see', '01716227'), ('01716227', '¬_derivationally_related_form', '04995211')], '02395115')
